"FID" "IID" "SOL" "C1" "C2" "C3" "C4" "HYPER" "SEX" "NALT" "NMIN" "NHET" "NVAR" "RATE" "SING" "TITV" "PASS" "PASS_S" "QUAL" "DP" "REF.dbsnp" "G.DP" "NRG.DP"
"308" "G5628" "." 0 0.0236148 -0.0065561 0.110052 0.119051 2 1 96 63 59 832 0.966318 1 2.70588 55 0 720619 49256.5 0.968254 51.4239 100.74
"309" "G5630" "." 0 0.133199 -0.144078 -0.037021 -0.078671 2 1 85 59 32 848 0.984901 0 2.27778 48 0 680629 44672.9 1 38.7133 60.6353
"310" "G5635" "." 0 -0.0433429 0.0544214 0.144675 -0.0524482 2 1 71 44 29 847 0.98374 0 1.58824 33 0 733550 50501.8 0.931818 39.9148 71.0141
"311" "G5643" "." 0 0.113582 0.0519815 0.0211808 -0.0385189 2 1 99 87 64 853 0.990708 1 2.10714 69 0 677975 45840.5 0.965517 47.4191 81.303
"312" "G5644" "." 0 -0.0566882 0.0400049 0.124324 -0.0481209 2 1 65 31 22 833 0.96748 0 1.38462 25 0 824874 52147 0.935484 41.0524 73.7385
"313" "G5650" "." 0 -0.0176198 -0.07199 0.153208 0.119327 2 1 90 67 59 851 0.988386 0 1.91304 52 0 699169 47234.4 0.865672 46.22 82.3222
"314" "G5654" "." 0 0.0842427 -0.00422313 0.0181836 0.0806641 2 1 101 74 70 847 0.98374 1 2.21739 58 1 707869 49457.5 0.972973 38.5268 60.1188
"315" "G5663" "." 0 0.0469296 0.124119 -0.110438 0.0546432 2 1 84 50 41 831 0.965157 1 2.125 40 0 738020 52573.8 0.9 46.5285 88.9881
"316" "G5664" "." 0 0.129313 0.112537 -0.0988775 0.0593006 2 1 85 55 43 831 0.965157 2 1.75 44 1 697353 51533.1 0.890909 40.9324 71.8118
"317" "G5665" "." 0 0.00553133 -0.144037 0.170122 -0.0246796 2 1 89 52 47 826 0.95935 0 2.25 44 0 641786 49006.6 0.884615 43.2427 76.191
"318" "G5666" "." 0 -0.0568721 0.147001 0.108401 -0.0305706 2 1 89 59 45 855 0.993031 0 1.68182 41 0 648200 47310.2 0.830508 47.1292 83.8652
"319" "G5670" "." 0 -0.125 0.0929769 -0.25224 0.0576515 2 2 73 55 22 847 0.98374 2 1.89474 40 0 582339 41571.8 0.872727 48.4089 96.8767
"320" "G5680" "." 0 -0.219306 0.09569 0.0515034 -0.0303814 2 1 68 34 23 855 0.993031 0 1.83333 21 0 689377 44671.2 0.823529 51.0733 107.647
"321" "G5693" "." 0 -0.174479 -0.212144 0.130518 -0.0317369 2 1 71 33 19 838 0.973287 0 1.35714 26 0 664373 49838.6 0.878788 45.2119 91.0141
"322" "G5695" "." 0 -0.113334 -0.15065 -0.0249356 0.122302 2 1 79 44 43 834 0.968641 0 1.93333 39 0 815681 55846.7 0.909091 37.8395 60.2025
"323" "G5701" "." 0 0.139344 -0.0212157 -0.0279542 -0.0771969 2 1 98 79 63 846 0.982578 1 2.43478 60 0 619741 45512.1 0.962025 38.674 59.0408
"324" "G5703" "." 0 -0.193792 0.0376781 0.062087 -0.0232988 2 1 74 34 33 835 0.969803 0 1.61538 28 0 692784 51507.9 0.911765 47.9534 97.1757
"325" "G5707" "." 0 -0.222287 -0.00328805 0.0829313 0.142828 2 1 60 27 17 836 0.970964 0 1.45455 20 0 756450 52177.2 0.851852 42.2483 75.6333
"326" "G5712" "." 0 0.0716361 -0.141091 0.0607237 -0.0727263 2 1 82 43 35 826 0.95935 0 2.90909 39 0 626163 47592.2 0.906977 34.8636 53.8293
"327" "G5714" "." 0 0.234364 -0.0704451 -0.0334045 -0.138649 2 1 78 58 39 832 0.966318 0 1.41667 53 0 718464 47562.3 1 43.7707 79.5769
"328" "G5718" "." 0 -0.0285447 0.0853615 0.0753184 -0.0431041 2 1 76 52 42 850 0.987224 1 2.71429 42 0 763468 48432.4 0.961538 41.79 73.2105
"329" "G5727" "." 0 0.0292168 -0.144518 0.058953 -0.0990318 2 1 74 40 23 847 0.98374 0 2.07692 30 0 577192 43975.4 0.875 50.0199 102.5
"330" "G5731" "." 0 0.189888 -0.0133345 -0.012116 -0.100814 2 1 89 67 43 852 0.989547 1 2.04545 57 1 667435 44580.8 0.940299 40.8047 66.3034
"331" "G5740" "." 0 0.101985 0.036242 -0.0918161 0.0643657 2 1 98 76 59 852 0.989547 1 2.61905 61 0 640239 46965.6 0.973684 62.7354 133.602
"332" "G5748" "." 0 0.0297037 -0.018445 0.0325406 -0.0564783 2 1 83 45 38 840 0.97561 0 2.38462 40 0 678857 47213.9 0.977778 55.2168 117.217
"333" "G5751" "." 0 0.0989167 0.00567368 0.107907 -0.0328974 2 1 91 70 53 836 0.970964 0 2.18182 57 0 701511 49274.9 1 43.1001 77.3626
"334" "G5755" "." 0 0.0168498 -0.0326128 0.00693223 -0.0411111 2 1 87 55 54 827 0.960511 0 1.75 49 0 810066 51153.6 0.945455 42.2937 73.1149
"335" "G5759" "." 0 0.0980342 -0.154177 -0.0284342 -0.0902396 2 1 79 47 39 836 0.970964 0 1.61111 41 0 741488 47977.5 0.914894 38.7526 64.962
"336" "G5760" "." 0 -0.0136517 0.0634739 0.0227874 -0.0881167 2 2 86 51 47 830 0.963995 0 1.31818 41 0 573791 46402.6 0.862745 42.9883 77.7442
"337" "G5763" "." 0 -0.0768855 -0.224635 -0.102637 -0.096774 2 1 61 26 11 836 0.970964 0 1.36364 23 0 748735 47424.2 0.961538 34.1967 54.7377
"338" "G5770" "." 0 -0.025902 -0.246097 -0.186443 0.0712274 2 1 74 48 31 856 0.994193 1 2 36 0 559429 40543.1 0.875 49.858 96.9459
"339" "G5774" "." 0 -0.0170414 -0.0123552 0.133699 -0.0227731 2 2 86 55 51 837 0.972125 0 2.05556 46 0 762237 50890.6 0.890909 45.8267 83.3837
"340" "G5775" "." 0 -0.000425675 0.142052 -0.0231533 -0.0458851 2 1 80 65 47 848 0.984901 0 1.70833 51 0 790405 49394.1 0.984615 36.2742 51.525
"341" "G5777" "." 0 -0.0286746 0.0566506 0.118929 -0.0239774 2 1 91 62 51 851 0.988386 1 1.95238 39 0 653301 47469.2 0.83871 46.9557 87.6813
"342" "G5778" "." 0 -0.214314 0.0196489 0.0700032 -0.0325526 2 1 74 45 38 857 0.995354 0 1.64706 29 0 642600 41560.4 0.866667 48.7183 98.2703
"343" "G5782" "." 0 0.00394065 -0.0253789 0.0590562 0.111973 2 1 83 58 49 831 0.965157 1 2.41176 48 0 786269 50766.3 0.948276 50.3827 102.699
"344" "G5786" "." 0 -0.0382552 0.162836 0.0278421 0.114902 2 1 75 50 27 837 0.972125 1 2.33333 37 0 776508 51942.8 0.94 47.6286 91.7733
"345" "G5789" "." 0 0.30427 -0.143121 -0.0295256 0.0481573 2 1 96 76 49 847 0.98374 0 2.16667 63 0 609802 43981.1 1 41.0687 68.2292
"346" "G5790" "." 0 0.149347 -0.0446008 0.0955177 -0.118066 2 1 71 36 18 834 0.968641 0 2 33 0 704558 49544.4 0.972222 38.9105 67.1127
"347" "G5795" "." 0 -0.00356301 -0.0623888 -0.0862538 -0.0432629 2 1 99 70 60 856 0.994193 1 1.91667 55 0 572747 46164.5 0.971429 47.5012 90.0606
"348" "G5797" "." 0 0.0769574 -0.072844 -0.0266336 -0.0335681 2 1 88 54 46 833 0.96748 2 1.57143 44 1 636144 46630.1 0.925926 47.9498 92.5
"349" "G5798" "." 0 0.0456177 -0.0233437 0.0316086 -0.0461127 2 1 88 62 52 833 0.96748 0 2.44444 52 0 663671 46151.4 1 44.4994 82.5227
"350" "G5801" "." 0 0.0251554 0.120925 -0.0870022 -0.0708006 2 1 82 59 41 856 0.994193 0 1.68182 44 0 686570 43760 0.966102 41.2154 69.7439
"351" "G5802" "." 0 -0.0856922 -0.0383236 0.0969956 -0.0111252 2 1 86 59 54 853 0.990708 0 2.10526 41 0 669828 47715.1 0.915254 37.9755 59.4419
"352" "G5804" "." 0 -0.147468 0.0245267 -0.0401372 -0.0714622 2 1 63 23 20 834 0.968641 0 0.916667 16 0 469421 42119.6 0.869565 39.5443 71.254
"353" "G5812" "." 0 -0.244002 0.102567 0.0531494 -0.0335184 2 1 72 31 26 834 0.968641 3 1.58333 24 1 593174 48964.6 0.935484 47.0198 94.1944
"354" "G5815" "." 0 0.0471638 -0.0453563 -0.0674936 -0.0866442 2 1 87 63 37 855 0.993031 2 2.15 45 1 623268 45938.4 0.936508 42.6659 78.8046
"355" "G5823" "." 0 0.120772 -0.179029 -0.0935694 -0.0851348 2 1 87 63 37 856 0.994193 1 1.86364 50 0 634157 44576.6 0.968254 44.5198 80.4713
"356" "G5829" "." 0 -0.120369 -0.137641 0.0101529 -0.0340178 2 2 77 51 44 855 0.993031 0 1.55 38 0 646522 44004.1 0.921569 38.5145 59.4935
"357" "G5830" "." 0 -0.136854 -0.229513 0.00464431 -0.103014 2 1 67 25 12 833 0.96748 0 1.5 20 0 559260 47837 0.8 37.1641 61.8507
"358" "G5834" "." 0 0.0681224 -0.0438979 -0.0459457 -0.0622677 2 1 89 57 49 838 0.973287 0 1.71429 48 0 669512 47774.9 0.842105 57.2716 122.933
"359" "G5838" "." 0 -0.02211 0.0459378 0.13406 0.167536 2 2 85 68 40 856 0.994193 2 2.4 54 1 689821 47601.9 0.970588 44.4477 79.2235
"360" "G5843" "." 0 -0.0721508 0.087881 0.113827 -0.0430939 2 1 75 42 40 831 0.965157 0 1.8 37 0 796008 53315.9 0.904762 40.014 64.8267
"361" "G5852" "." 0 0.0586308 -0.0366961 -0.0471228 -0.0706488 2 1 89 57 54 834 0.968641 1 1.71429 48 0 756616 49831.3 0.912281 42.294 71.5843
"362" "G5853" "." 0 0.0442825 0.071953 -0.0955635 0.0416987 2 1 94 67 61 850 0.987224 1 1.68 47 0 624898 43913.7 0.865672 41.8102 63.3085
"363" "G5869" "." 0 0.139893 0.0864259 0.0532579 0.0689013 2 2 77 51 35 828 0.961672 0 1.55 45 0 854521 55032.4 0.921569 39.2782 64.9481
"364" "G5870" "." 0 -0.22955 0.0827757 0.0593671 -0.0400477 2 1 65 27 14 840 0.97561 0 1.45455 17 0 771058 52734.1 0.740741 48.9208 105.523
"365" "G5873" "." 0 0.0740289 -0.0185114 -0.0146042 0.0963644 2 1 98 80 67 850 0.987224 1 2.2 67 0 731411 46336.2 0.95 47.7249 81.1939
"366" "G5876" "." 0 -0.16091 -0.129505 0.105938 -0.0257398 2 1 77 38 37 832 0.966318 0 1.53333 34 0 610274 48943.4 0.894737 38.6736 63.4545
"367" "G5877" "." 0 -0.134397 -0.0667329 0.0541441 0.125265 2 1 79 42 41 832 0.966318 1 2.23077 36 0 707211 50205.7 0.880952 40.9511 73.9367
"368" "G5889" "." 0 -0.0744948 -0.0955856 0.115214 -0.014166 2 1 83 47 44 837 0.972125 0 1.76471 35 0 682690 51683.5 0.851064 44.2349 83.2289
"369" "G5890" "." 0 0.0482898 0.15289 -0.201923 0.0818386 2 1 75 43 23 832 0.966318 1 1.33333 34 0 756623 50672 0.837209 40.4124 67.0933
"370" "G5900" "." 0 -0.106115 -0.205023 -0.00130612 -0.077376 2 1 66 24 11 835 0.969803 0 2 19 0 525202 42902.6 0.875 41.5274 78.4091
"371" "G5901" "." 0 -0.0203655 0.0291569 0.0229786 -0.0974307 2 1 65 30 19 836 0.970964 0 1.5 24 0 697716 44392.3 0.833333 42.0117 67.1692
"372" "G5903" "." 0 0.0626555 0.174264 -0.155877 0.0950954 2 1 87 68 38 836 0.970964 0 2.4 55 0 678730 46337.2 0.955882 40.936 66.3678
"373" "G5905" "." 0 0.0406495 0.0786021 -0.107743 -0.103935 2 1 75 51 39 852 0.989547 0 1.42857 39 0 720551 46959.3 0.960784 50.5741 100.52
"374" "G5906" "." 0 -0.00748535 0.0744605 0.0150558 -0.0747834 2 2 84 51 45 853 0.990708 0 1.55 33 0 572808 43375.9 0.882353 54.7953 111.226
"375" "G5914" "." 0 -0.155611 0.0552051 -0.0485008 -0.0767004 2 1 74 31 15 834 0.968641 0 1.81818 25 0 528536 46992.6 0.935484 43.7228 78.8784
"376" "G5923" "." 0 0.00192767 0.0700695 -0.0817437 -0.0915453 2 1 80 43 38 835 0.969803 0 2.07143 39 0 802059 52790.9 0.953488 51.1074 98.5
"377" "G5925" "." 0 -0.0284337 -0.00123848 -0.140174 0.0493945 2 1 83 49 44 838 0.973287 0 1.72222 38 0 724921 52821.7 0.836735 45.6962 83.3253
"378" "G5936" "." 0 -0.06002 0.110467 0.154036 -0.023172 2 1 84 52 44 837 0.972125 1 1.47619 40 0 742886 49524.4 0.903846 46.6348 87.25
"379" "G5939" "." 0 0.0352061 -0.0655581 0.0467201 -0.0760574 2 1 93 52 51 838 0.973287 1 2.25 43 0 475466 45045.8 0.846154 56.55 121.419
"380" "G5940" "." 0 -0.14024 0.0930994 -0.259982 0.0536827 2 1 63 33 18 832 0.966318 0 1.75 30 0 833761 55768 0.848485 42.1828 85.746
"381" "G5942" "." 0 -0.116538 -0.14494 -0.00916962 -0.0686935 2 1 70 32 30 829 0.962834 0 1.28571 30 0 580292 47147 0.84375 33.6135 54.5286
"382" "G5943" "." 0 -0.258917 0.0897043 0.0929324 -0.0116835 2 1 75 38 25 835 0.969803 0 1.92308 31 0 640701 48549.5 0.815789 44.6158 85.1467
"383" "G5951" "." 0 0.0433679 0.151934 0.054805 -0.0658641 2 1 86 58 42 834 0.968641 0 1.63636 49 0 733062 53237.3 0.965517 48.6114 97.0581
"384" "G5965" "." 0 0.115865 -0.0275206 -0.11675 0.0657269 2 1 89 64 49 827 0.960511 0 1.90909 55 0 719255 50562.5 0.96875 40.8668 69.2247
"385" "G5977" "." 0 -0.000563848 -0.0120422 0.139128 -0.010808 2 2 99 59 57 838 0.973287 0 2.10526 51 0 664964 49713.9 0.915254 55.4971 112.535
"386" "G5979" "." 0 -0.0531788 0.0337653 -0.100007 -0.0725986 2 1 87 54 51 850 0.987224 0 1.45455 36 0 612035 46246.1 0.944444 43.9837 70.9885
"387" "G5980" "." 0 0.032714 -0.0709755 -0.148549 0.078122 2 1 89 65 54 838 0.973287 0 1.95455 53 0 633390 46917.3 1 48.7555 95.5618
"388" "G5981" "." 0 -0.0516552 -0.0559497 0.00386803 -0.0556377 2 1 89 47 47 834 0.968641 0 2.35714 36 0 555152 49535.3 0.893617 41.5478 71.2809
"389" "G5989" "." 0 -0.0396496 0.157018 0.0805165 0.0953425 2 1 78 45 35 831 0.965157 0 2.21429 38 0 839162 55797.8 0.933333 38.447 64.0769
"390" "G5999" "." 0 -0.0343197 0.128817 0.0864921 0.146451 2 1 76 42 35 828 0.961672 0 2 38 0 807675 57794.7 0.952381 24.5448 30.8158
"391" "G6000" "." 0 -0.148776 0.0530607 -0.149348 -0.0868221 2 1 71 33 25 830 0.963995 0 1.2 28 0 749076 52236 0.878788 38.2369 66.4648
"392" "G6006" "." 0 0.0777241 -0.154674 -0.0422624 -0.0908804 2 1 76 41 27 838 0.973287 0 1.41176 37 0 721229 51537.9 0.902439 42.2037 76.7763
"393" "G6008" "." 0 -0.135486 -0.108592 0.00232678 -0.0323679 2 1 77 52 44 838 0.973287 0 1.47619 41 0 759830 49669.1 0.903846 31.3155 41.1169
"394" "G6013" "." 0 0.0877024 -0.13327 0.0359637 0.0606713 2 1 85 47 39 832 0.966318 0 2.35714 41 0 648877 49879.3 0.914894 36.7448 54.8706
"395" "G6016" "." 0 0.0266676 -0.0373709 0.0588758 -0.0309115 2 1 89 59 53 831 0.965157 0 1.56522 51 0 758133 51859.3 0.915254 43.1519 71.9326
"396" "G6026" "." 0 -0.00699438 0.128753 -0.00130548 -0.0384748 2 1 78 56 46 827 0.960511 0 1.66667 48 0 853509 51340.3 0.982143 44.634 83.9359
"397" "G6030" "." 0 0.075933 -0.0362962 -0.0529346 -0.0593056 2 2 102 67 61 836 0.970964 2 2.04545 58 0 577382 45747 0.955224 50.9417 95.9706
"398" "G6035" "." 0 0.0559676 0.156975 0.146447 0.166708 2 1 97 69 54 839 0.974448 1 2.28571 53 0 624175 49222.9 0.956522 59.1305 112.722
"399" "G6037" "." 0 0.150011 0.0235031 0.1646 -0.0536178 2 1 91 72 41 851 0.988386 0 2.42857 56 0 604488 42028.9 0.944444 40.6414 62.4176
"400" "G6043" "." 0 -0.147493 -0.0212674 -0.0643665 0.147284 2 1 73 41 29 856 0.994193 1 1.41176 28 0 709237 46890 0.926829 50.5402 101.973
"401" "G6048" "." 0 -0.202704 -0.147893 0.145657 -0.0151408 2 1 78 44 35 853 0.990708 0 1.93333 29 0 544002 43655.9 0.886364 47.7797 84.9872
"402" "G6056" "." 0 0.0791353 0.0845978 -0.0532421 -0.090611 2 1 92 67 63 833 0.96748 1 1.91304 49 0 667123 47180.8 0.865672 46.5339 80.8478
"403" "G6057" "." 0 0.0196559 0.177288 -0.0430202 0.0997055 2 1 84 50 37 834 0.968641 1 2.33333 43 0 744292 51672.9 0.96 44.8974 82.4405
"404" "G6085" "." 0 0.0525955 -0.0382178 -0.0571727 -0.0483016 2 1 89 62 57 831 0.965157 1 1.69565 54 0 740758 48632.1 0.983871 30.4387 41.3708
"405" "G6092" "." 0 0.107912 0.0259331 0.202072 -0.0552406 2 1 87 54 36 832 0.966318 0 2 46 0 751866 51616.4 0.925926 53.1016 102.931
"406" "G6094" "." 0 0.0116258 0.0846241 -0.00792417 0.0424232 2 1 82 47 44 832 0.966318 1 1.76471 38 0 639414 49826.5 0.851064 48.2179 95.3415
"407" "G6096" "." 0 -0.113602 -0.0819141 -0.0541288 0.0750496 2 1 81 44 42 837 0.972125 0 2.38462 39 0 666812 47242.1 0.977273 44.5844 80.5802
"408" "G6111" "." 0 -0.221777 0.0769834 0.05696 -0.0297174 2 1 61 33 20 848 0.984901 0 2 23 0 772736 47470.4 0.969697 37.0781 60.1148
"409" "G6117" "." 0 0.00842843 -0.0781341 0.0585071 -0.0713921 2 2 80 48 41 845 0.981417 0 1.82353 37 0 552974 42745.8 0.9375 31.0152 38.825
"410" "G6119" "." 0 0.172252 0.000953673 0.059534 -0.0609514 2 1 82 65 45 834 0.968641 0 1.95455 61 0 823426 51075 0.984615 37.0792 59.2561
"411" "G6120" "." 0 0.014632 0.139115 -0.159566 -0.10898 2 1 70 51 20 838 0.973287 1 1.68421 40 1 732460 49357.7 0.941176 39.6088 68.9571
"412" "G6139" "." 0 0.184887 -0.0514154 0.0993441 -0.105856 2 2 85 62 36 841 0.976771 0 2.44444 49 0 528574 42804.5 0.983871 41.6203 72.0235
"413" "G6140" "." 0 0.0139245 0.165865 -0.0418854 0.0948487 2 2 85 61 40 835 0.969803 2 2.21053 44 0 634523 46183.4 0.918033 53.1867 111.188
"414" "G6150" "." 0 -0.0516555 0.0890165 0.117682 -0.0383687 2 2 83 56 46 855 0.993031 1 1.43478 41 0 700313 47039.2 0.928571 48.6138 90.8072
"415" "G6153" "." 0 0.196208 -0.00810529 -0.0398593 -0.133924 2 1 77 52 31 817 0.948897 0 1.73684 44 0 734490 51789.3 0.884615 27.1457 32.3636
"416" "G6157" "." 0 0.0685948 -0.0825137 -0.0354612 -0.0870168 2 1 85 51 49 829 0.962834 0 1.42857 45 0 715545 50121.5 0.941176 41.3291 71.3294
"417" "G6165" "." 0 -0.0231168 0.107104 0.0930421 0.0981165 2 2 88 61 55 854 0.99187 0 2.21053 45 0 767352 49619.7 0.918033 42.9486 67.6932
"418" "G6169" "." 0 -0.0199224 -0.0647636 0.208032 -0.0328354 2 1 86 65 48 855 0.993031 0 2.25 44 0 594070 45131.4 0.846154 44.0443 83.2558
"419" "G6171" "." 0 -0.214765 -0.105533 0.138994 -0.0160616 2 1 74 46 31 845 0.981417 0 1.875 33 0 642109 45608.2 0.934783 34.1337 49.5541
"420" "G6177" "." 0 -0.080291 -0.146763 -0.0935631 -0.0817927 2 1 71 43 34 854 0.99187 0 1.38889 31 0 570785 44107.9 0.837209 48.1839 109.155
"421" "G6181" "." 0 -0.121237 -0.0495685 0.15501 -0.0112198 2 1 82 58 44 832 0.966318 0 2.05263 43 0 668809 48903.7 0.948276 39.7911 66.9024
"422" "G6185" "." 0 0.0548997 0.0279897 -0.0896571 0.0292639 2 1 84 60 43 852 0.989547 1 1.85714 43 0 588325 45091 0.85 43.7541 76.7262
"423" "G6187" "." 0 0.0520393 -0.0707653 0.0223085 0.0451306 2 1 95 64 57 856 0.994193 0 1.78261 49 0 616031 45523.3 0.890625 43.2756 70.3053
"424" "G6189" "." 0 -0.0725715 0.0411671 -0.041813 0.0510894 2 1 83 48 41 840 0.97561 0 2.61538 34 0 599501 49447.5 0.875 50.1735 97.5783
"425" "G6190" "." 0 0.207341 0.0196408 0.0255636 0.0854122 2 2 94 76 53 832 0.966318 0 2.04 67 0 727384 49181.9 0.973684 53.5797 109.16
"426" "G6197" "." 0 0.25664 -0.117747 -0.0121161 -0.053297 2 1 85 61 32 830 0.963995 0 1.65217 50 0 636791 48050 0.95082 45.0838 85.9529
"427" "G6204" "." 0 -0.0292328 0.0747821 0.00819696 -0.0871074 2 1 75 43 38 831 0.965157 0 1.52941 31 0 626455 50198.9 0.744186 29.7686 37.72
"428" "G6207" "." 0 -0.149005 0.0395849 -0.165293 -0.0909609 2 1 70 43 21 854 0.99187 0 1.52941 28 0 594884 42783 0.906977 44.0338 81.9286
"429" "G6217" "." 0 0.106469 -0.144919 0.0484568 0.136264 2 1 96 73 48 850 0.987224 0 2.31818 58 0 689014 46135.9 0.986301 55.7126 109.958
"430" "G6221" "." 0 -0.113891 -0.155184 -0.040485 0.162276 2 1 79 54 41 851 0.988386 0 2 40 0 726999 47371.8 0.907407 50.4632 109.886
"431" "G6222" "." 0 0.138643 0.116342 -0.0336817 -0.144521 2 1 81 50 35 836 0.970964 0 1.38095 42 0 682210 51326.3 0.84 38.7159 62.7407
"432" "G6231" "." 0 -0.155413 0.0799576 -0.0966252 -0.0363492 2 1 67 36 29 831 0.965157 0 2 33 0 903896 53770.8 0.972222 36.1653 59.4179
"433" "G6233" "." 0 0.05542 -0.0154854 0.00326612 0.0720109 2 1 97 60 59 833 0.96748 0 2.52941 50 0 585096 48807.2 0.866667 49.9137 95.0722
"434" "G6234" "." 0 -0.136336 0.0591236 0.0858412 -0.0330788 2 1 84 54 49 852 0.989547 0 2 33 0 648801 47374.8 0.888889 50.8683 100.31
"435" "G6236" "." 0 0.168946 -0.0029291 -0.0206727 -0.109519 2 1 78 60 44 830 0.963995 0 2.15789 48 0 768924 48766.6 0.85 47.4336 96.8333
"436" "G6239" "." 0 -0.106749 0.0185589 -0.163341 0.0537265 2 1 73 35 35 834 0.968641 1 1.69231 31 1 744701 50996.7 0.857143 44.0559 80.0137
"437" "G6240" "." 0 -0.0699817 -0.0917759 -0.139007 0.0616043 2 1 84 49 48 821 0.953542 0 1.88235 41 0 699875 49731.4 0.836735 42.4419 81.6548
"438" "G6259" "." 0 -0.163734 -0.12444 0.0996436 -0.0272546 2 1 66 30 27 829 0.962834 0 2.75 23 0 729488 51687.8 0.833333 47.9627 109.03
"439" "G6261" "." 0 -0.21061 0.107685 0.023368 0.124265 1 1 67 28 16 834 0.968641 0 1.54545 23 0 779001 55605.1 0.821429 47.3807 98.6866
"440" "G6262" "." 0 0.171757 0.192496 -0.100999 -0.136087 2 1 79 61 28 851 0.988386 1 2.05 47 0 667452 45000.4 0.967213 47.1655 92.8861
"441" "G6263" "." 0 0.164342 -0.0583314 0.0175038 0.0971611 2 1 96 76 59 854 0.99187 1 2.04 58 0 666894 47268.1 0.960526 40.8801 65.4375
"442" "G6270" "." 0 0.0166299 0.148505 -0.031956 0.0924379 2 1 83 68 50 851 0.988386 2 2.57895 54 1 790827 46134 0.926471 46.3993 83.0361
"443" "G6281" "." 0 0.112214 -0.0735386 -0.0756635 0.0629122 2 1 89 64 55 836 0.970964 1 2.2 56 1 637679 47041.3 1 50.5583 99.2697
"444" "G6291" "." 0 -0.129184 -0.0958782 -0.0192901 -0.0693727 2 1 79 39 34 839 0.974448 0 1.53333 28 0 435811 39243.1 0.769231 45.7267 83.3165
"445" "G6295" "." 0 -0.0833573 -0.130195 -0.0442371 0.0843953 2 1 86 51 41 854 0.99187 0 2.64286 41 0 452408 40104.7 0.941176 46.2427 85.6744
"446" "G6309" "." 0 -0.0422357 -0.0401206 0.0724101 -0.0109448 2 1 90 62 57 836 0.970964 0 2.64706 53 0 656691 45077.2 0.983871 46.3396 83.7111
"447" "G6311" "." 0 0.0265214 0.0660987 -0.0655132 -0.0742905 2 2 75 44 41 838 0.973287 0 1.31579 37 0 773502 50740 0.931818 38.7063 63.16
"448" "G6314" "." 0 -0.119132 -0.243242 0.00554301 -0.0841606 2 1 72 35 22 850 0.987224 0 2.18182 27 0 539748 41105.9 0.942857 42.0163 76.375
"449" "G6315" "." 0 -0.148022 -0.01592 -0.0679957 0.0619549 2 1 61 24 14 835 0.969803 0 1.66667 22 0 561768 47855.4 0.875 44.0945 88.7213
"450" "G6319" "." 0 0.0177566 -0.103895 -0.101826 0.0596485 2 1 86 54 51 834 0.968641 0 2 41 0 637179 49596 0.888889 46.9615 90.4651
"451" "G6356C" "." 0 -0.0799045 -0.10244 -0.162688 -0.0761176 1 1 78 50 38 836 0.970964 0 1.27273 38 0 705366 49846 0.84 46.9895 95.7179
"452" "G6366" "." 0 -0.0112271 -0.00800589 0.132109 -0.0232945 2 1 84 50 48 836 0.970964 0 2.125 43 0 807958 53436.3 0.92 44.9381 78.0952
"453" "G6368" "." 0 -0.0763731 0.0547582 -0.0462894 0.0513546 2 2 85 53 48 834 0.968641 0 1.65 39 0 594527 49027.9 0.830189 42.0674 70.3412
"454" "G6378C" "." 0 -0.0979507 -0.128619 -0.0370412 0.0694203 1 2 76 35 33 833 0.96748 0 2.5 31 0 516976 49421.4 0.942857 39.2895 67.0921
"455" "G6387C" "." 0 -0.198644 0.0921514 -0.0186453 -0.0358555 1 2 65 37 28 835 0.969803 1 1.64286 31 0 874662 52789.3 0.837838 35.8813 55.1846
"456" "G6392C" "." 0 -0.161384 -0.0819963 0.0863982 -0.00502856 1 1 76 39 32 832 0.966318 0 2.9 34 0 704670 50617.9 0.948718 41.836 77.3816
"457" "G6406" "." 0 0.104558 -0.162969 -0.0312971 -0.09145 2 1 92 59 45 853 0.990708 0 1.56522 46 0 625195 45205.7 0.949153 50.965 91.4674
"458" "G6409" "." 0 -0.225432 0.0983055 0.0473169 -0.0201831 2 1 63 31 22 831 0.965157 0 1.81818 24 0 863950 51806.7 0.903226 35.5937 55.9365
"459" "G6424" "." 0 0.282309 -0.139414 -0.0240445 0.0262758 2 1 86 64 31 835 0.969803 0 2.04762 55 0 663221 46705.1 0.984375 44.4918 78.6628
"460" "G6430" "." 0 0.0734943 -0.131942 0.0368545 0.0517927 2 1 78 41 25 835 0.969803 0 1.5625 33 0 646192 49222.6 0.926829 47.8713 90.7692
"461" "G6442C" "." 0 0.0320062 0.131263 -0.114781 0.0399411 1 2 79 45 34 832 0.966318 0 2 38 0 828139 55985.2 0.888889 36.5518 59.5063
"462" "G6448" "." 0 0.116885 0.164839 -0.103323 0.0453827 2 1 86 62 43 828 0.961672 0 2.1 51 0 733875 50116.8 0.983871 42.824 76.9651
"463" "G6463" "." 0 -0.0788603 -0.0784007 -0.104394 0.083719 2 1 87 57 52 853 0.990708 1 2.35294 44 1 585444 45657.8 0.947368 42.5681 75.2989
"464" "G6465" "." 0 -0.0163124 -0.199924 0.0430372 -0.0149234 2 1 86 63 50 830 0.963995 0 2 52 0 660140 47505.6 1 38.4522 62.5
"465" "G6473" "." 0 0.0658434 0.00754109 0.211232 -0.0160557 2 1 87 68 51 833 0.96748 0 2.4 55 0 721177 48897.4 0.985294 46.475 91.0115
