"FID" "IID" "SOL" "C1" "C2" "C3" "C4" "HYPER" "SEX" "NALT" "NMIN" "NHET" "NVAR" "RATE" "SING" "TITV" "PASS" "PASS_S" "QUAL" "DP" "REF.dbsnp" "G.DP" "NRG.DP"
"776" "NHS234655" "." 0 0.323732 -0.155477 -0.0686953 0.0260014 1 2 87 63 34 833 0.96748 2 2 58 0 632606 46945.5 0.968254 38.2314 59.9655
"777" "NHS239663" "." 0 0.129067 0.0264854 0.155557 -0.0570533 1 2 88 66 45 853 0.990708 1 2.47368 52 0 692724 45730 0.969697 39.2317 62.3636
"778" "NHS239805" "." 0 -0.102086 -0.0362433 -0.134537 -0.0632027 1 2 79 46 30 832 0.966318 4 1.70588 32 1 632155 47424.9 0.891304 38.9942 64.2152
"779" "NHS240480" "." 0 0.0759221 0.178464 -0.0025756 0.0411896 1 2 89 56 40 839 0.974448 1 2.29412 44 0 601886 48484.8 0.946429 52.6985 101.056
"780" "NHS243399" "." 0 0.0227447 -0.0378153 0.00436512 -0.0462677 1 2 86 60 42 837 0.972125 0 2.52941 47 0 772527 49912.2 0.983333 43.8159 76.2674
"781" "NHS249176" "." 0 -0.145796 -0.0726724 0.0461174 -0.0266283 2 2 81 49 45 835 0.969803 1 2.5 42 0 635250 44490.4 0.938776 38.702 63.8395
"782" "NHS249225" "." 0 -0.0136402 0.146963 -0.0444872 0.0563827 2 2 75 49 20 837 0.972125 0 3.08333 37 0 677816 48386.5 0.959184 42.6523 80.1867
"783" "NHS249293" "." 0 0.0571215 -0.00636338 -0.0534839 -0.0591349 1 2 93 72 59 849 0.986063 2 1.88 54 1 637133 43269.3 0.944444 46.79 79.9032
"784" "NHS249479" "." 0 0.0536482 0.150396 -0.150187 -0.092152 1 2 71 52 34 829 0.962834 1 1.88889 45 0 796653 49757.5 0.980769 33.6931 53.4085
"785" "NHS260552" "." 0 0.161017 0.00847268 0.0860884 -0.064057 1 2 87 76 48 853 0.990708 1 2.04 63 1 723565 45475.2 0.934211 43.1339 72.7816
"786" "NHS261694" "." 0 0.00119657 -0.00983616 -0.122494 0.070561 2 2 84 63 45 853 0.990708 0 2.5 47 0 621325 46436.6 0.984127 52.75 112.512
"787" "NHS262420" "." 0 0.160021 0.186956 -0.0666169 0.0321121 1 2 78 52 26 834 0.968641 0 2.05882 47 0 784968 50767.2 0.961538 52.4924 115.705
"788" "NHS262724" "." 0 0.0331821 0.206706 0.13972 0.12834 1 2 91 72 45 855 0.993031 3 3.5 54 0 654683 46388.4 0.944444 51.9732 97.0659
"789" "NHS267688" "." 0 -0.057313 -0.0432156 0.0592974 -0.00769814 1 2 93 57 55 842 0.977933 0 2.8 47 0 695829 49666.9 0.964912 39.7407 65.1183
"790" "NHS270200" "." 0 0.0989275 -0.025716 -0.0914546 0.0879579 1 2 102 74 65 851 0.988386 1 2.08333 57 0 682443 47408.9 0.959459 53.1237 101.882
"791" "NHS270838" "." 0 0.0323054 -0.0487169 -0.105153 0.0720127 1 2 101 77 66 858 0.996516 0 2.66667 60 0 612683 43904.2 0.948052 41.7329 66.2772
"792" "NHS274646" "." 0 -0.0204865 -0.0131207 0.0980587 0.120241 1 2 102 72 65 853 0.990708 1 2.42857 57 0 626543 45623.2 0.944444 53.1505 97.1275
"793" "NHS277538" "." 0 0.0743193 -0.0408368 -0.0970644 0.0602604 1 2 88 63 47 838 0.973287 1 2.15 52 0 665684 46948.2 0.984127 59.6221 121.636
"794" "NHS277798" "." 0 0.128016 0.228354 0.0585148 0.0955095 1 2 75 63 29 851 0.988386 1 2.5 49 0 847027 49664.8 0.968254 41.7159 75.6667
"795" "NHS278494" "." 0 0.140519 -0.16611 -0.080647 -0.0929514 1 2 88 63 42 837 0.972125 0 1.42308 56 0 597895 46715 0.952381 43.3201 78.2045
"796" "NHS293348" "." 0 0.0441768 -0.0337595 0.0316724 -0.06468 1 2 85 60 38 835 0.969803 0 2.33333 47 0 542261 45162.7 0.95 36.5953 60.2941
"797" "NHS293891" "." 0 0.00179032 0.139202 -0.0232153 -0.0373978 1 2 81 57 42 832 0.966318 1 2 44 0 748823 48459.1 0.964912 55.3706 121.827
"798" "NHS296499" "." 0 0.0541285 0.149136 -0.129652 -0.104304 1 2 73 58 32 852 0.989547 1 2.05263 44 0 773377 47434.3 0.965517 38.0991 63.5616
"799" "NHS297971" "." 0 -0.106255 0.0283146 -0.153097 0.0692954 1 2 68 44 36 849 0.986063 0 2.66667 33 0 707453 44851.9 0.977273 42.3154 78.0588
"800" "NHS303788" "." 0 0.207835 -0.104503 0.265694 0.139092 1 2 92 75 44 852 0.989547 1 2.125 62 0 624458 45839.4 0.946667 55.0942 110.315
"801" "NHS312250" "." 0 -0.00826037 -0.0581574 -0.0170257 -0.0136034 1 2 91 62 53 839 0.974448 1 2.26316 52 1 725776 47323.1 0.967742 41.3776 65.8791
"802" "NHS319662" "." 0 -0.138206 0.0710707 -0.128917 -0.0728258 1 2 74 40 31 840 0.97561 1 1.66667 26 0 566664 43056.2 0.925 41.3814 74.6216
"803" "NHS325872" "." 0 -0.0325782 0.161025 -0.0503729 0.0669107 1 2 79 57 32 846 0.982578 0 3.38462 45 0 640150 44291.2 0.964912 38.8743 65.1772
"804" "NHS326515" "." 0 0.126797 -0.0903518 -0.0685658 0.104986 1 2 86 54 33 836 0.970964 0 2 48 0 763620 51404.3 1 48.8242 95.4302
"805" "NHS340622" "." 0 0.0100352 -0.0623105 -0.0805592 0.166655 1 2 91 62 52 838 0.973287 1 3.13333 54 1 759914 53360.2 0.983871 48.6333 95.4286
"806" "NHS341669" "." 0 0.0705632 -0.139276 0.0586954 -0.0704615 2 2 93 58 47 855 0.993031 1 2.625 44 0 515589 40986 0.948276 53.5263 104.183
"807" "NHS344985" "." 0 -0.0321021 0.11704 -0.187553 0.110361 2 2 75 52 40 816 0.947735 2 1.88889 43 0 776641 50229.4 0.961538 49.5082 110.933
"808" "NHS346453" "." 0 -0.00473272 0.15037 0.0796591 -0.0450715 2 2 88 57 38 854 0.99187 2 2.16667 40 1 622406 45760.2 0.947368 47.4552 85.6818
"809" "NHS359990" "." 0 0.0833175 -0.0257183 -0.0630886 0.0734147 1 2 101 74 67 839 0.974448 2 2.21739 58 0 683620 47949.5 0.945946 49.6116 92.4554
